Timestamp,Annotator #1 Code,Annotator #2 Code,Story Code,Story Name,Plot Summary (25-50 words),Author Code,Second author code (if applicable),In what order are the investigation and reveal portions provided?,Name of Detective #1,Detective #1 Gender,Detective #1 Role,Name of Detective #2,Detective #2 Gender,Detective #2 Role,"More Than Two Detectives? (If yes, enter total number)",Name of Assistant #1,Assistant #1 Gender,Assistant #1 Role,Name of Assistant #2,Assistant #2 Gender,Assistant #2 Role,"More Than Two Assistants? (If yes, enter total number)",Number of victims of gender Male,Number of victims of gender Female,Number of victims of gender Non-binary,Number of victims of gender Unknown,Number of victims who are corporate entities,Number of culprits of gender Male,Number of culprits of gender Female,Number of culprits of gender Non-binary,Number of culprits of gender Unknown,Are one or more culprits introduced into the story only during the reveal?,The main culprit,Who initiates the detective's investigation?,What is the role of the police force in solving the crime?,The story's main action focuses on a,When do(es) the crime(s)/mystery being investigated occur?,Types of crimes or quasi-crimes present in story,Motives,Means (murder only),Does the story provide sufficient clues in sufficient detail to allow an alert reader to correctly guess the solution before the reveal?,Does the story provide sufficient clues in sufficient detail to allow an alert reader to definitively solve the crime before the reveal?,Did either annotator personally correctly guess the solution to the crime before the reveal?,Types of clues,What is the essential clue in the story (if present)?,Of what type is the essential clue (if present)?,What is the most salient clue in the story (if clues are present)?,Of what type is the most salient clue (if clues are present)?,Describe the main red herring (if present),Of what type is the main red herring (if present)?,Presence of planted or fabricated evidence,Types of evidence made available in the story,Is the crime solved?,"Does the detective pointedly and independently decide NOT to alert the authorities to the facts of the crime, despite the fact that an actionable crime has been committed?",Do you receive a satisfying narrative of account of the crime(s) in all their relevant details and a summary of the process by which the crime(s) are solved?,How satisfying is this story as a piece of detective fiction?,Would you recommend this story to a friend?,"Upload plain text file here, named as [STORY CODE].txt",Crime trajectory,"What is the ""reveal border"" sentence?"
2021-08-23T12:28:03Z,SO,MAL,UAMM06,The House of the Dead Man,Uncle Abner and his assistant come across Sheriff Smallwood at his father’s grave. Is the sheriff a prodigal son fulfilling his duties of filial piety? Or are there other reasons for his return?,MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,1,0,0,0,No,Acts alone,Unclear/not specified,Police are not present,Crime,Before the investigation,"Theft, Fraud, Mischief, Breaking and entering",Greed,NA,Yes,Yes,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The crowbar in the grass near the grave of the father,Physical clue,The three recently made horse tracks to the grave,Physical clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,Yes,Yes,3,No,https://drive.google.com/open?id=1oyUcHmx0VKgdgNCqSmPdecf6jg0slZX0,No qrime → qrime,"""I will explain this thing which you do not understand,"" replied Abner, ""when you have explained a thing which I do not understand."
2021-08-23T12:38:19Z,SO,MAL,UAMM07,A Twilight Adventure,Cattle theft is serious business. So much so that three gentlemen take it upon themselves to get vigilante justice for their fallen cattle driver. But will Uncle Abner’s ramblings transmute the desire for retributive justice into legal justice once more?,MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,,,,6,0,0,0,No,Acts mostly alone with some assistance,The detective(s) themselves,Police are not present,Crime,"Before the investigation, During the investigation","Suspected murder, Theft, Blackmail, Kidnapping","Greed, Revenge",NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",NA,NA,NA,NA,NA,NA,NA,"Testimonial evidence, Physical evidence",No,No,No,2,No,https://drive.google.com/open?id=1oRJGgzfUWtf-r-UsEOIYrEwadqCxe2kq,Qrime → same qrime,"""Well,"" said Ward, ""what then?"""
2021-08-23T12:47:08Z,SO,MAL,UAMM08,The Age of Miracles,"After a young girl loses her father in a tragic hunting accident, formalities of the law turn his estate and inheritance over to his brother. Will the tears of a widow be enough to change this beneficiary’s mind? Or can Abner shed light on what was really being hunted that day?",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Randolph,Male,Independent amateur,NA,NA,NA,NA,1,2,,,,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Before the investigation,"Murder, Theft",Greed,Firearm,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",Gloves on the corpse,Physical clue,Gloves on the corpse,Physical clue,NA,NA,Planted,"Testimonial evidence, Physical evidence",Yes,Yes,No,2,No,https://drive.google.com/open?id=1r9oKRfVEl1NYTDek7HcyA1AmHHWfqGKs,Qrime → different qrime,"""You will draw a conveyance,"" replied Abner, ""in form, with covenants of general warranty for the manor and lands set out in the deed before you and given in the plat."
2021-08-23T12:56:37Z,SO,MAL,UAMM09,The Tenth Commandment,"Law and justice clash when Uncle Abner happens upon a gun in the woods and witnesses an attempted assassination. With rumors of a property battle going legal and lethal after a farmer commits suicide, can Abner bring justice before its too late?",MDP,NA,Standard,Abner,Male,Independent amateur,NA,NA,NA,NA,Martin,Male,Independent amateur,NA,NA,NA,NA,2,0,,,,1,0,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,"Before the investigation, During the investigation","Suspected murder, Theft",Greed,"Firearm, Suicide",Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The ripped newspaper,Physical clue,Dilworth not claiming the land for some time,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1_KFNTID5BuvYt_HIUzIGWLO3KKFl_4J7,No qrime → qrime,"Abner read it aloud, weighing each legal term and every lawyer's phrase in it."
2021-08-27T12:51:29Z,SK,SO,CTMD10,The Riddle Of The Siva Stones,"(Orientalism) In this case, not only is one of the most prominent figures of London murdered, globally famous jewels are stolen—and all of this happened in a reception hall full of people. Detective Cleek delves into this puzzling case, searching for this untraceable murderer, only to find unexpected twists along the way.",TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,Narkom,Male,Independent professional (agency),NA,NA,NA,NA,0,1,,,,2,1,0,0,No,Acts mostly alone with some assistance,The assistant(s),Police are present and contribute significantly to solving the crime,Crime,Before the investigation,"Murder, Theft",Greed,Asphyxiation,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The fake jewels on the captain's wife's hands,Physical clue,The captain's lie about the timing of discovery,Testimonial clue,The mysterious Hindu stalking the house before the murder,Testimonial clue,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1cdQSx2q0EA9rzBUezGw2wg4W0T7tqADE,Qrime → same qrime,Then he moved like a quick-leaping animal.
2021-08-27T13:02:51Z,SK,SO,CTMD11,The Divided House,"(Racism) Giving up a lucrative case, Cleek takes on the case of a dying sailor with a degenerating arm. Who would be interested in the death of a veteran?  As Detective Cleek delves into this case, we find that much more sinister happenings may surround this disease.",TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,2,0,0,0,No,Acts together with one or more equal partners,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Fraud, Assault",Greed,NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The story behind the captain's arm tattoo,Testimonial clue,Colonel Goshen's connection to the case,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1_pLyACmyr-ARRK8MY66OV2pk5xXm0iQC,Qrime → same qrime,"“I have learned everything, everything!” said Cleek, and pouncing upon his portmanteau whisked out a couple of pairs of handcuffs."
2021-08-27T13:17:26Z,SK,SO,CTMD12,The Riddle Of The Rainbow Pearl,"One of the most large-scale cases of Detective Cleek’s experience, in this mystery, the most valuable gem of Mauravania, representative of the country itself, has fallen into the hands of Mauravania’s enemy, Russia. With political strife and a possible overthrow at hand, Detective Cleek enters the case to not just recover this precious stone, but also save the monarchy of Mauravania.",TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,1,1,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Theft, Blackmail, Assault",Greed,NA,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The madam's unexpected relations with Clopin,Testimonial clue,The madam's history with the king,Testimonial clue,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,https://drive.google.com/open?id=1iTGbO_CvnfPgsCPqxE91kZXE7M6ntD8Q,Qrime → same qrime,He jumped to his feet and lifted both hands above his head.
2021-08-27T13:23:09Z,SK,SO,CSD03,The Hog,Carnacki takes on the case of a man who has repeated nightmares of descending into a bay of pigs (not the CIA one). The solution: magic circles and cameras. Will Carnacki venture into this eldritch piggish horror and come out sane?,TWH,NA,Other,Carnacki,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,,,0,0,1,0,No,Acts alone,A private client,Police are not present,Quasi-crime,"Before the investigation, During the investigation",NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,"Testimonial evidence, Physical evidence",Yes,No,No,1,No,https://drive.google.com/open?id=17sqiiKHeaoQm-vEE21fmMVnMDR1xTkuZ,No qrime → no qrime,"And as I gazed I saw it grow bigger. A seemingly motionless, pallid swine-face rising upward out of the depth. And suddenly I realised that I was actually looking at the Hog.'"
2021-08-31T09:14:19Z,SK,MAL,CTMD06,The Wizard's Belt,"When a young man mysteriously disappears before his wedding after wearing a 'magical belt' given to him by an old Persian miser, Cleek must resort to 'magic' himself in order to determine where he went and if they will ever find him.",TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,Narkom,Male,Independent professional (agency),NA,NA,NA,NA,1,1,,,,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,"Before the investigation, During the investigation","Murder, Fraud",Greed,Firearm,Yes,No,Yes,"Evoked, Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The sculpting clay found on wing of fifth pigeon,Physical clue,Van Nant's relief at Cleek not being present,Physical clue,NA,NA,"Planted, Fabricated","Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,https://drive.google.com/open?id=1dGjLECYYotXDOb_a3H07nIAlB635OXiJ,No qrime → qrime,And again the silence alone answered him.
2021-08-31T09:27:22Z,SK,MAL,CTMD07,The Riddle of the 5.28,"A man is found quietly dead in one of London’s most crowded trains. With smashed glass, three neatly removed light bulbs, and a bullet wound, Detective Cleek enters the case to discover whether there’s something more to this strange suicide.",TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,Narkom,Male,Independent professional (agency),NA,NA,NA,NA,1,1,,,,1,1,0,0,No,Acts together with one or more equal partners,The assistant(s),"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Before the investigation,"Murder, Mischief","Greed, Revenge",Firearm,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",The cutting table found in train,Physical clue,Colonel's fixation on other suspects,Physical clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1Bfeq0JQse-Nwm_7jlu-6keOvbjaq8GZk,Qrime → same qrime,"Mr. Cleek is more than a quarter of an hour beyond the time he set, but he gave me his word that this riddle would be solved to-night, to-night, ladies and gentlemen, and that when I saw him here the murderer would be with him."
2021-08-31T09:42:07Z,SK,MAL,CTMD08,The Lion's Smile,Tragedy strikes the circus when a young performer loses his head to a smiling lion- but the performers believe their larger-than-life housecat is bewitched! Can Cleek help solve this riddle before someone else becomes dinner?,TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,Narkom,Male,Independent professional (agency),NA,NA,NA,NA,1,0,,,,2,0,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Quasi-crime,"Before the investigation, During the investigation","Murder, Fraud",Greed,Other,No,No,No,"Evoked, Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The will leaving money to victim,Testimonial clue,The Chavelier's history with the Baron,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,2,No,https://drive.google.com/open?id=1vTcGz1H8rYFml-yRm0HVtaSlYlqxG9Wj,No qrime → qrime,And just here an interruption came.
2021-08-31T09:56:01Z,SK,MAL,CTMD09,The Mystery of the Steel Room,"A horse worth half-a-crown at an upcoming racing match is suddenly targeted by an untraceable entity. Even with four men patrolling the stable and an enclosed space, one man has been paralyzed and the other killed in attempts to guard the horse. Can Detective Cleek get to the bottom of this case before anyone else gets hurt?",TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,Narkom,Male,Independent professional (agency),NA,NA,NA,NA,4,0,,,,1,1,0,0,No,Acts together with one or more equal partners,A private client,Police are not present,Crime,"Before the investigation, During the investigation","Murder, Fraud, Assault",Greed,Poison,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",Snake tracks in flour,Physical clue,Lady Wilding's relationship with other handler,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,https://drive.google.com/open?id=1Z8rNQS09uleZquao7CHncx7WfuUCxH6z,Qrime → different qrime,Can't you see any glimmer of light at all?
2021-08-31T10:04:22Z,SK,MAL,CSD02,The Find,"A dinner evening is spent reminiscing over the mysterious case of a famous book locked away in a museum, that suddenly becomes one of a priceless pair. But there’s no way another way made, when the author stressed its originality in his memoirs; Carnacki must reveal the logic behind this cunning deception.",WHH,NA,Standard,Carnacki,Male,Independent amateur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,,,1,0,0,0,No,Acts alone,The detective(s) themselves,Police are not present,Crime,Before the investigation,"Theft, Forgery",Greed,NA,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",The three signatures belonging to one person,Physical clue,Mr Ludwig's possession of the copy of the book,Physical clue,NA,NA,NA,NA,Yes,No,Yes,1,No,https://drive.google.com/open?id=1sohMB7omyiFcCkF17F4LX7uoH_myfX5Y,Qrime → same qrime,"""Now,"" I said to myself, ""let's have a little plain and unbiased reasoning applied, and see what comes of the test.""'"
2021-08-31T15:21:58Z,SO,MAL,CTMD02,The Problem Of The Red Crawl,"After receiving a letter for his help, the new detective Cleek gets a request from a former partner to prevent the attack by an eldritch horror that is the ‘Red Crawl’. Can Cleek ever escape the clutches of the past? What do the hidden masters plan to do with the ‘Red Crawl’?",TWH,NA,Standard,Hamilton Cleek,Male,Member of the police,NA,NA,NA,NA,Dollops,Male,Independent amateur,NA,NA,NA,NA,2,1,,,,8,1,0,0,No,Acts on behalf of a crime syndicate,A private client,Police are not present,Quasi-crime,"Before the investigation, During the investigation","Murder, Theft, Assault",Ideology,Knife/sword,No,No,No,Usable in real time (usable → usable),Testimony of the underground passage,Testimonial clue,The woman kissing her ‘brother’ tells us they are not who they say they are and likely the culprits,Testimonial clue,NA,NA,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,https://drive.google.com/open?id=1un10JDQcYIr2-g5ItjQ_uHDFFme5g1HQ,No qrime → qrime,"In the twinkling of an eye the tentacles were wrapped about him, and he and ""The Red Crawl"" were rolling over and over on the floor and battling together."
