Describe the main red herring (if present),How satisfying is this story as a piece of detective fiction?,Plot Summary (25-50 words),Assistant #1 Role,Of what type is the essential clue (if present)?,Story Code,Presence of planted or fabricated evidence,When do(es) the crime(s)/mystery being investigated occur?,In what order are the investigation and reveal portions provided?,"More Than Two Assistants? (If yes, enter total number)","What is the ""reveal border"" sentence?",Are one or more culprits introduced into the story only during the reveal?,Of what type is the main red herring (if present)?,Name of Detective #2,Types of evidence made available in the story,"More Than Two Detectives? (If yes, enter total number)",Detective #1 Role,Of what type is the most salient clue (if clues are present)?,Would you recommend this story to a friend?,Annotator #1 Code,Number of culprits of gender Unknown,Types of crimes or quasi-crimes present in story,Does the story provide sufficient clues in sufficient detail to allow an alert reader to correctly guess the solution before the reveal?,Annotator #2 Code,Did either annotator personally correctly guess the solution to the crime before the reveal?,Name of Assistant #1,Assistant #2 Role,Number of culprits of gender Non-binary,Types of clues,Number of culprits of gender Female,Name of Assistant #2,Author Code,Story Name,Detective #2 Gender,What is the essential clue in the story (if present)?,Number of culprits of gender Male,The main culprit,Number of victims of gender Female,Detective #1 Gender,"Does the detective pointedly and independently decide NOT to alert the authorities to the facts of the crime, despite the fact that an actionable crime has been committed?",Do you receive a satisfying narrative of account of the crime(s) in all their relevant details and a summary of the process by which the crime(s) are solved?,Is the crime solved?,Who initiates the detective's investigation?,What is the role of the police force in solving the crime?,Second author code (if applicable),Means (murder only),What is the most salient clue in the story (if clues are present)?,Does the story provide sufficient clues in sufficient detail to allow an alert reader to definitively solve the crime before the reveal?,Crime trajectory,Assistant #2 Gender,Motives,Detective #2 Role,Number of victims of gender Male,Assistant #1 Gender,The story's main action focuses on a,Name of Detective #1,Date of First Publication (YYYY-MM-DD),Format of First Publication (Journal or Book),Name of Journal or Title of Book,Surname(s),Given Name(s),Sex,publication_year,crime_trajectory
NA,4,"Was it by chance or on purpose? This is the question of the sudden fire that takes over Mr. Byrd’s office fire. A carpenter apparently left shavings and some candles at the scene, explaining the event. However, as Uncle Abner delves deeper into the case, discovering lit matches and a half-burned cigar, we find that matters may be far different than they seem.",Independent amateur,Physical clue,UAMM14,NA,Before the investigation,Standard,NA,"“Not you, Byrd, who, as you tell me, are neither good nor Christian, but these men, who are, would have settled for this loss. Is it the truth—eh, Mr. Evlyn Byrd?”",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,No,SK,0,"Fraud, Mischief",No,MAL,No,Randolph,NA,0,"Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",0,NA,MDP,The Mystery of Chance,NA,The light from the keyhole,1,Acts alone,0,Male,No,Yes,Yes,The detective(s) themselves,Police are not present,NA,NA,The suspicious behaviour of the culprit when talking about the fire,No,No qrime → qrime,NA,Greed,NA,0,Male,Crime,Abner,1905-04-01 00:00:00+00:00,Book,Uncle Abner: Master of Mysteries,Post,Melville Davisson,M,1905,No_qrime_to_qrime
"Dabney's ""kidnapping"" alongside a threatening letter",4,"Seemingly from beyond the grave, Dabney comes home after twenty years missing. His own father gone and his brother Charlie now heir to their inheritance, the family is back together- until Dabney seems to be dead for real, and a dark message assures that Charlie could be next.",Independent amateur,Testimonial clue,UAMM05,Fabricated,"Before the investigation, During the investigation",Standard,NA,"At the sound a big, gaunt figure, asleep on the floor, sprang up.",No,Physical clue,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,Yes,SO,0,"Suspected murder, Theft, Fraud, Blackmail, Assault, Kidnapping",No,MAL,No,Martin,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- newly usable clue (illegible → usable)",0,NA,MDP,The Treasure Hunter,NA,Dabney refusing to share the estate,2,Acts alone,0,Male,Yes,Yes,Yes,Unclear/not specified,Police are not present,NA,NA,The beheaded dog who didn't struggle,No,No qrime → qrime,NA,"Greed, Jealousy",NA,2,Male,Crime,Abner,1905-04-01 00:00:00+00:00,Book,Uncle Abner: Master of Mysteries,Post,Melville Davisson,M,1905,No_qrime_to_qrime
NA,3,Uncle Abner and his assistant come across Sheriff Smallwood at his father’s grave. Is the sheriff a prodigal son fulfilling his duties of filial piety? Or are there other reasons for his return?,NA,Physical clue,UAMM06,Fabricated,Before the investigation,Standard,NA,"""I will explain this thing which you do not understand,"" replied Abner, ""when you have explained a thing which I do not understand.",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,No,SO,0,"Theft, Fraud, Mischief, Breaking and entering",Yes,MAL,Yes,NA,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",0,NA,MDP,The House of the Dead Man,NA,The crowbar in the grass near the grave of the father,1,Acts alone,0,Male,Yes,Yes,Yes,Unclear/not specified,Police are not present,NA,NA,The three recently made horse tracks to the grave,Yes,No qrime → qrime,NA,Greed,NA,0,NA,Crime,Abner,1905-04-01 00:00:00+00:00,Book,Uncle Abner: Master of Mysteries,Post,Melville Davisson,M,1905,No_qrime_to_qrime
NA,2,Cattle theft is serious business. So much so that three gentlemen take it upon themselves to get vigilante justice for their fallen cattle driver. But will Uncle Abner’s ramblings transmute the desire for retributive justice into legal justice once more?,NA,NA,UAMM07,NA,"Before the investigation, During the investigation",Standard,NA,"""Well,"" said Ward, ""what then?""",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,NA,No,SO,0,"Suspected murder, Theft, Blackmail, Kidnapping",No,MAL,No,NA,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable)",0,NA,MDP,A Twilight Adventure,NA,NA,6,Acts mostly alone with some assistance,0,Male,No,No,No,The detective(s) themselves,Police are not present,NA,NA,NA,No,Qrime → same qrime,NA,"Greed, Revenge",NA,8,NA,Crime,Abner,1905-04-01 00:00:00+00:00,Book,Uncle Abner: Master of Mysteries,Post,Melville Davisson,M,1905,Qrime_to_same_qrime
NA,2,"After a young girl loses her father in a tragic hunting accident, formalities of the law turn his estate and inheritance over to his brother. Will the tears of a widow be enough to change this beneficiary’s mind? Or can Abner shed light on what was really being hunted that day?",Independent amateur,Physical clue,UAMM08,Planted,Before the investigation,Standard,NA,"""You will draw a conveyance,"" replied Abner, ""in form, with covenants of general warranty for the manor and lands set out in the deed before you and given in the plat.",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Physical clue,No,SO,0,"Murder, Theft",Yes,MAL,No,Randolph,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",0,NA,MDP,The Age of Miracles,NA,Gloves on the corpse,1,Acts alone,2,Male,Yes,No,Yes,A private client,Police are not present,NA,Firearm,Gloves on the corpse,No,Qrime → different qrime,NA,Greed,NA,1,Male,Crime,Abner,1905-04-01 00:00:00+00:00,Book,Uncle Abner: Master of Mysteries,Post,Melville Davisson,M,1905,Qrime_to_different_qrime
NA,3,"Law and justice clash when Uncle Abner happens upon a gun in the woods and witnesses an attempted assassination. With rumors of a property battle going legal and lethal after a farmer commits suicide, can Abner bring justice before its too late?",Independent amateur,Physical clue,UAMM09,NA,"Before the investigation, During the investigation",Standard,NA,"Abner read it aloud, weighing each legal term and every lawyer's phrase in it.",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,Testimonial clue,No,SO,0,"Suspected murder, Theft",Yes,MAL,Yes,Martin,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",0,NA,MDP,The Tenth Commandment,NA,The ripped newspaper,1,Acts alone,0,Male,No,Yes,Yes,The detective(s) themselves,Police are not present,NA,"Firearm, Suicide",Dilworth not claiming the land for some time,No,No qrime → qrime,NA,Greed,NA,2,Male,Crime,Abner,1905-04-01 00:00:00+00:00,Book,Uncle Abner: Master of Mysteries,Post,Melville Davisson,M,1905,No_qrime_to_qrime
The mysterious Hindu stalking the house before the murder,3,"(Orientalism) In this case, not only is one of the most prominent figures of London murdered, globally famous jewels are stolen—and all of this happened in a reception hall full of people. Detective Cleek delves into this puzzling case, searching for this untraceable murderer, only to find unexpected twists along the way.",Independent professional (agency),Physical clue,CTMD10,Fabricated,Before the investigation,Standard,NA,Then he moved like a quick-leaping animal.,No,Testimonial clue,NA,"Testimonial evidence, Physical evidence",NA,Member of the police,Testimonial clue,No,SK,0,"Murder, Theft",Yes,SO,No,Narkom,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Red herring (usable → legible), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",1,NA,TWH,The Riddle Of The Siva Stones,NA,The fake jewels on the captain's wife's hands,2,Acts mostly alone with some assistance,1,Male,No,Yes,Yes,The assistant(s),Police are present and contribute significantly to solving the crime,NA,Asphyxiation,The captain's lie about the timing of discovery,No,Qrime → same qrime,NA,Greed,NA,0,Male,Crime,Hamilton Cleek,1905-04-01 00:00:00+00:00,Book,"Cleek, The Master Detective",Hanshew,Thomas W.,M,1905,Qrime_to_same_qrime
NA,3,"(Racism) Giving up a lucrative case, Cleek takes on the case of a dying sailor with a degenerating arm. Who would be interested in the death of a veteran?  As Detective Cleek delves into this case, we find that much more sinister happenings may surround this disease.",NA,Testimonial clue,CTMD11,NA,"Before the investigation, During the investigation",Standard,NA,"“I have learned everything, everything!” said Cleek, and pouncing upon his portmanteau whisked out a couple of pairs of handcuffs.",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Member of the police,Testimonial clue,No,SK,0,"Fraud, Assault",No,SO,No,NA,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",0,NA,TWH,The Divided House,NA,The story behind the captain's arm tattoo,2,Acts together with one or more equal partners,0,Male,No,Yes,Yes,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,NA,Colonel Goshen's connection to the case,No,Qrime → same qrime,NA,Greed,NA,1,NA,Crime,Hamilton Cleek,1905-04-01 00:00:00+00:00,Book,"Cleek, The Master Detective",Hanshew,Thomas W.,M,1905,Qrime_to_same_qrime
NA,2,"One of the most large-scale cases of Detective Cleek’s experience, in this mystery, the most valuable gem of Mauravania, representative of the country itself, has fallen into the hands of Mauravania’s enemy, Russia. With political strife and a possible overthrow at hand, Detective Cleek enters the case to not just recover this precious stone, but also save the monarchy of Mauravania.",NA,Testimonial clue,CTMD12,NA,"Before the investigation, During the investigation",Standard,NA,He jumped to his feet and lifted both hands above his head.,No,NA,NA,"Testimonial evidence, Physical evidence",NA,Member of the police,Testimonial clue,No,SK,0,"Theft, Blackmail, Assault",No,SO,No,NA,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",1,NA,TWH,The Riddle Of The Rainbow Pearl,NA,The madam's unexpected relations with Clopin,1,Acts mostly alone with some assistance,0,Male,No,No,Yes,A private client,Police are not present,NA,NA,The madam's history with the king,No,Qrime → same qrime,NA,Greed,NA,1,NA,Crime,Hamilton Cleek,1905-04-01 00:00:00+00:00,Book,"Cleek, The Master Detective",Hanshew,Thomas W.,M,1905,Qrime_to_same_qrime
NA,1,Carnacki takes on the case of a man who has repeated nightmares of descending into a bay of pigs (not the CIA one). The solution: magic circles and cameras. Will Carnacki venture into this eldritch piggish horror and come out sane?,NA,NA,CSD03,NA,"Before the investigation, During the investigation",Other,NA,"And as I gazed I saw it grow bigger. A seemingly motionless, pallid swine-face rising upward out of the depth. And suddenly I realised that I was actually looking at the Hog.'",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Independent amateur,NA,No,SK,0,NA,No,SO,No,NA,NA,1,NA,0,NA,TWH,The Hog,NA,NA,0,Acts alone,0,Male,No,No,Yes,A private client,Police are not present,NA,NA,NA,No,No qrime → no qrime,NA,NA,NA,1,NA,Quasi-crime,Carnacki,1905-03-27 00:00:00+00:00,Book,Carnacki the Ghost-Finder,Hanshew,Thomas W.,M,1905,No_qrime_to_no_qrime
NA,4,"When a young man mysteriously disappears before his wedding after wearing a 'magical belt' given to him by an old Persian miser, Cleek must resort to 'magic' himself in order to determine where he went and if they will ever find him.",Independent professional (agency),Physical clue,CTMD06,"Planted, Fabricated","Before the investigation, During the investigation",Standard,NA,And again the silence alone answered him.,No,NA,NA,"Testimonial evidence, Physical evidence",NA,Member of the police,Physical clue,Yes,SK,0,"Murder, Fraud",Yes,MAL,Yes,Narkom,NA,0,"Evoked, Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",0,NA,TWH,The Wizard's Belt,NA,The sculpting clay found on wing of fifth pigeon,1,Acts alone,1,Male,No,Yes,Yes,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",NA,Firearm,Van Nant's relief at Cleek not being present,No,No qrime → qrime,NA,Greed,NA,1,Male,Crime,Hamilton Cleek,1905-04-01 00:00:00+00:00,Book,"Cleek, The Master Detective",Hanshew,Thomas W.,M,1905,No_qrime_to_qrime
NA,2,"A man is found quietly dead in one of London’s most crowded trains. With smashed glass, three neatly removed light bulbs, and a bullet wound, Detective Cleek enters the case to discover whether there’s something more to this strange suicide.",Independent professional (agency),Physical clue,CTMD07,Fabricated,Before the investigation,Standard,NA,"Mr. Cleek is more than a quarter of an hour beyond the time he set, but he gave me his word that this riddle would be solved to-night, to-night, ladies and gentlemen, and that when I saw him here the murderer would be with him.",No,NA,NA,"Testimonial evidence, Physical evidence",NA,Member of the police,Physical clue,No,SK,0,"Murder, Mischief",Yes,MAL,No,Narkom,NA,0,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- newly usable clue (illegible → usable)",1,NA,TWH,The Riddle of the 5.28,NA,The cutting table found in train,1,Acts together with one or more equal partners,1,Male,No,Yes,Yes,The assistant(s),"Police are present but with no role, or only a minor role, in helping solve the crime",NA,Firearm,Colonel's fixation on other suspects,No,Qrime → same qrime,NA,"Greed, Revenge",NA,1,Male,Crime,Hamilton Cleek,1905-04-01 00:00:00+00:00,Book,"Cleek, The Master Detective",Hanshew,Thomas W.,M,1905,Qrime_to_same_qrime
NA,2,Tragedy strikes the circus when a young performer loses his head to a smiling lion- but the performers believe their larger-than-life housecat is bewitched! Can Cleek help solve this riddle before someone else becomes dinner?,Independent professional (agency),Testimonial clue,CTMD08,Fabricated,"Before the investigation, During the investigation",Standard,NA,And just here an interruption came.,No,NA,NA,"Testimonial evidence, Physical evidence",NA,Member of the police,Testimonial clue,No,SK,0,"Murder, Fraud",No,MAL,No,Narkom,NA,0,"Evoked, Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",0,NA,TWH,The Lion's Smile,NA,The will leaving money to victim,2,Acts together with one or more equal partners,0,Male,No,Yes,Yes,A private client,Police are not present,NA,Other,The Chavelier's history with the Baron,No,No qrime → qrime,NA,Greed,NA,1,Male,Quasi-crime,Hamilton Cleek,1905-04-01 00:00:00+00:00,Book,"Cleek, The Master Detective",Hanshew,Thomas W.,M,1905,No_qrime_to_qrime
NA,3,"A horse worth half-a-crown at an upcoming racing match is suddenly targeted by an untraceable entity. Even with four men patrolling the stable and an enclosed space, one man has been paralyzed and the other killed in attempts to guard the horse. Can Detective Cleek get to the bottom of this case before anyone else gets hurt?",Independent professional (agency),Physical clue,CTMD09,Fabricated,"Before the investigation, During the investigation",Standard,NA,Can't you see any glimmer of light at all?,No,NA,NA,"Testimonial evidence, Physical evidence",NA,Member of the police,Testimonial clue,No,SK,0,"Murder, Fraud, Assault",No,MAL,No,Narkom,NA,0,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",1,NA,TWH,The Mystery of the Steel Room,NA,Snake tracks in flour,1,Acts together with one or more equal partners,0,Male,No,Yes,Yes,A private client,Police are not present,NA,Poison,Lady Wilding's relationship with other handler,No,Qrime → different qrime,NA,Greed,NA,4,Male,Crime,Hamilton Cleek,1905-04-01 00:00:00+00:00,Book,"Cleek, The Master Detective",Hanshew,Thomas W.,M,1905,Qrime_to_different_qrime
